English,Chinese
"He said, ""Well, you just bend time and space, it takes an awful lot of energy, and that's just how you do it."" ",佢話：”呢個先系兩點之間最短嘅距離。“ 
"And I said, ""I want to do that."" ",我跟住問：”老窦，老窦，老窦，你點做度嘎？“ 
"And he said, ""Well, okay."" ",佢話：“嗱，呢個先係兩點之間最短嘅距離， 要用好多能量， 跟住就可以做到喇。” 
"And so, when I went to sleep for the next 10 or 20 years, I was thinking at night, ""I want to be the first person to create a wormhole, to make things accelerate faster. ",我話：“我都想做到啊！” 
"And I want to make a time machine."" ",佢話：“好啊！” 
I was always sending messages to my future self using tape recorders. ,跟住，係接落嚟呢10幾20年，每當我夜晚訓覺時 我就會唸， “我一定會係第一個創造出“蟲洞”嘅人， 令事物加速。 
But then what I realized when I went to college is that technology doesn't just get adopted because it works. ,我仲要製造一台時光機。” 
It gets adopted because people use it and it's made for humans. ,我經常用錄音機嚟發信息 比未來嘅自己。 
So I started studying anthropology. ,但係當我讀大學果陣，我意識到， 技術唔會因為佢有用 而被人類接受， 
"And when I was writing my thesis on cell phones, I realized that everyone was carrying around wormholes in their pockets. ",而係人類用過之後先會被接受。 因為佢係為滿足人類所需而創造嘅。 
They weren't physically transporting themselves; they were mentally transporting themselves. ,所以，我開始研究人類學。 
"They would click on a button, and they would be connected as A to B immediately. ",當我係度寫哽關於手機嘅論文時， 我意識到每個人嘅口袋入面都隨身帶著個”蟲洞“。 
"And I thought, ""Oh, wow. I found it. This is great."" ",呢個“蟲洞”唔係通過身體接觸嚟傳遞信息， 而係從心智上傳遞。 
"So over time, time and space have compressed because of this. ",人類點擊一下按鈕， 跟住以A身份同B取得聯繫。 
"You can stand on one side of the world, whisper something and be heard on the other. ",跟住我唸：“噢，哇，我穩到啦！真係太好啦！” 
One of the other ideas that comes around is that you have a different type of time on every single device that you use. ,所以，隨住時間推移，時間同空間 都因為咁而被壓縮埋一齊。 
Every single browser tab gives you a different type of time. ,你可以企係地球嘅一邊， 細細聲講嘢，而且可以比另外一邊嘅人聽到。 
"And because of that, you start to dig around for your external memories -- where did you leave them? ",仲有就係， 你用嘅唔同設備可以比你擁有唔同類型嘅時間。 
So now we're all these paleontologists that are digging for things that we've lost on our external brains that we're carrying around in our pockets. ,每一個瀏覽標籤都比你一個唔同嘅時間軸。 
"And that incites a sort of panic architecture -- ""Oh no, where's this thing?"" ",而且因為咁，你開始到處發掘延伸嘅記憶， 將佢哋收埋咗係邊呢？ 
"We're all ""I Love Lucy"" on a great assembly line of information, and we can't keep up. ",所以話依家我哋都係古生物學家， 不停咁發掘我哋失去嘅嘢， 我哋將外部大腦隨身帶係口袋入面。 
"And so what happens is, when we bring all that into the social space, we end up checking our phones all the time. ",咁樣會促發一種恐慌。 弊，啲嘢究竟存咗係邊度？ 
So we have this thing called ambient intimacy. ,係信息狂潮嚟臨前，我哋都好似”我愛Lucy“電視入面演嘅咁狼狽， 而且我哋冇辦法追得上信息嘅腳步。 
"It's not that we're always connected to everybody, but at anytime we can connect to anyone we want. ",由於咁， 我哋將所有嘢帶入到社交空間， 結果就係我哋會不停咁查看電話。 
"And if you were able to print out everybody in your cell phone, the room would be very crowded. ",呢個就係稱之為親密環境。 
"These are the people that you have access to right now, in general -- all of these people, all of your friends and family that you can connect to. ",咁樣唔係話我哋經常同每個人聯繫， 而係話我哋可以隨時聯繫上我哋想聯繫嘅人。 
And so there are some psychological effects that happen with this. ,如果你可以將電話簿入面嘅人全部打印出嚟， 果間房就會變得非常壁， 
"One I'm really worried about is that people aren't taking time for mental reflection anymore, and that they aren't slowing down and stopping, being around all those people in the room all the time that are trying to compete for their attention on the simultaneous time interfaces, paleontology and panic architecture. ",一般嚟講呢哋就係你可以聯繫到嘅人 同埋同你保持聯繫嘅朋友，家人。 
They're not just sitting there. ,隨之而嚟嘅係我哋會有一種心理效應。 
"And really, when you have no external input, that is a time when there is a creation of self, when you can do long-term planning, when you can try and figure out who you really are. ",一種我好擔心嘅心理效應， 就係人類唔再花費時間嚟反省自己， 佢地唔再放慢節奏同埋停落嚟， 時刻同屋入面嘅人係埋一齊， 嘗試係同一時間內 獲得所有人嘅注意力， 同時活係研究 古生物學同埋面對恐慌嘅架構中。 
"And then, once you do that, you can figure out how to present your second self in a legitimate way, instead of just dealing with everything as it comes in -- and oh, I have to do this, and I have to do this, and I have to do this. ",佢地唔止係坐埋一齊咁簡單。 
And so this is very important. ,講真果句，當你唔再受黎自外部嘅影響果陣， 你就有一段可以創造自我嘅時間， 一段可以作長遠計劃嘅時間， 嘗試發覺究竟自己係點樣一個人。 
"I'm really worried that, especially kids today, they're not going to be dealing with this down-time, that they have an instantaneous button-clicking culture, and that everything comes to them, and that they become very excited about it and very addicted to it. ",而一旦你咁樣做，你就會搞清楚 應該點樣合理咁呈現第二個自己， 而唔係等所有嘢發生之後再臨時應對—— 哦，我要做呢個，我要做那個，我一定做呢個。 
"So if you think about it, the world hasn't stopped either. ",所以呢一點係非常重要嘅。 
"It has its own external prosthetic devices, and these devices are helping us all to communicate and interact with each other. ",我真係好擔心，尤其對依家嘅細路仔， 佢地冇靜低心嚟處理事情嘅時間， 因為佢地生活係一個不停點擊按鈕嘅文化中， 咩嘢都向佢地湧埋嚟， 佢地就會變得好興奮，甚至沉迷其中。 
"But when you actually visualize it, all the connections that we're doing right now -- this is an image of the mapping of the Internet -- it doesn't look technological. ",你唸下，呢個世界都未試過停落嚟。 
It actually looks very organic. ,佢都有自己嘅外部修復設備， 而且呢啲設備都係度幫哽我哋 互相溝通同交流。 
This is the first time in the entire history of humanity that we've connected in this way. ,如果你可以見度呢啲 將我哋聯繫埋一齊嘅網路， 你會發覺呢個係一幅互聯網嘅地圖—— 佢睇起身無乜技術含量； 
And it's not that machines are taking over. ,不過事實上係有機化嘅。 
"It's that they're helping us to be more human, helping us to connect with each other. ",呢個係人類歷史上第一次 以咁樣嘅方式嚟連接每個人。 
The most successful technology gets out of the way and helps us live our lives. ,而且唔係部機器係度話事， 
"And really, it ends up being more human than technology, because we're co-creating each other all the time. ",而係佢幫我哽我哋變得更人性化， 更好咁同每個人溝通。 
"And so this is the important point that I like to study: that things are beautiful, that it's still a human connection -- it's just done in a different way. ",最成功嘅技術係幫我哋排除障礙， 幫助我哋生活得更美好。 
"We're just increasing our humanness and our ability to connect with each other, regardless of geography. ",確切嚟講， 機器令到我哋最後變得更人性化而非技術化， 因為我哋一路都係度互相合作，共同創造。 
So that's why I study cyborg anthropology. ,呢個就係我想研究嘅一個重點： 事物係美好嘅，不過依然需要人與人之間嘅聯繫； 只不過係以一種唔同嘅方式。 
Thank you. ,我哋正係度增強自身嘅特性， 聯繫彼此嘅能力，不受地域嘅限制。 
(Applause) ,呢個就係點解我要研究半機械人類學。 
,多謝噻！ 
"I'm going to be talking to you about how we can tap a really underutilized resource in health care, which is the patient, or, as I like to use the scientific term, people. ",（掌聲） 
"Because we are all patients, we are all people. ",
Even doctors are patients at some point. ,我將會同大家講吓 我哋點樣可以有效利用 一種絕對被忽視嘅醫療上嘅資源。 呢種資源就係病人本身， 或者﹐以科學術語嚟講 —— 人。 
"So I want to talk about that as an opportunity that we really have failed to engage with very well in this country and, in fact, worldwide. ",因為我哋都係病人，我們亦都係人。 
